File name,Package name,File size,Package size,File size in package (%),File size in system (%)
usr/lib/python3.11/asyncio/futures.pyc,python3,18508,20862148,0.1,0.1
usr/lib/python3.11/asyncio/locks.pyc,python3,29205,20862148,0.1,0.1
usr/lib/python3.11/asyncio/log.pyc,python3,292,20862148,0.0,0.0
usr/lib/python3.11/asyncio/mixins.pyc,python3,1194,20862148,0.0,0.0
usr/lib/python3.11/asyncio/proactor_events.pyc,python3,47734,20862148,0.2,0.1
usr/lib/python3.11/asyncio/protocols.pyc,python3,9443,20862148,0.0,0.0
usr/lib/python3.11/asyncio/queues.pyc,python3,12824,20862148,0.1,0.0
usr/lib/python3.11/asyncio/runners.pyc,python3,10231,20862148,0.0,0.0
usr/lib/python3.11/asyncio/selector_events.pyc,python3,64191,20862148,0.3,0.2
usr/lib/python3.11/asyncio/sslproto.pyc,python3,43510,20862148,0.2,0.1
usr/lib/python3.11/asyncio/staggered.pyc,python3,6634,20862148,0.0,0.0
usr/lib/python3.11/asyncio/streams.pyc,python3,34990,20862148,0.2,0.1
usr/lib/python3.11/asyncio/subprocess.pyc,python3,12660,20862148,0.1,0.0
usr/lib/python3.11/asyncio/taskgroups.pyc,python3,8090,20862148,0.0,0.0
usr/lib/python3.11/asyncio/tasks.pyc,python3,41004,20862148,0.2,0.1
usr/lib/python3.11/asyncio/threads.pyc,python3,1291,20862148,0.0,0.0
usr/lib/python3.11/asyncio/timeouts.pyc,python3,7988,20862148,0.0,0.0
usr/lib/python3.11/asyncio/transports.pyc,python3,15167,20862148,0.1,0.0
usr/lib/python3.11/asyncio/trsock.pyc,python3,5382,20862148,0.0,0.0
usr/lib/python3.11/asyncio/unix_events.pyc,python3,73323,20862148,0.4,0.2
usr/lib/python3.11/asyncio/windows_events.pyc,python3,46510,20862148,0.2,0.1
usr/lib/python3.11/asyncio/windows_utils.pyc,python3,7754,20862148,0.0,0.0
usr/lib/python3.11/collections/__init__.pyc,python3,78215,20862148,0.4,0.2
usr/lib/python3.11/collections/abc.pyc,python3,294,20862148,0.0,0.0
usr/lib/python3.11/concurrent/__init__.pyc,python3,151,20862148,0.0,0.0
usr/lib/python3.11/concurrent/futures/__init__.pyc,python3,1457,20862148,0.0,0.0
usr/lib/python3.11/concurrent/futures/_base.pyc,python3,37250,20862148,0.2,0.1
usr/lib/python3.11/concurrent/futures/process.pyc,python3,38094,20862148,0.2,0.1
usr/lib/python3.11/concurrent/futures/thread.pyc,python3,11070,20862148,0.1,0.0
usr/lib/python3.11/ctypes/__init__.pyc,python3,26799,20862148,0.1,0.1
usr/lib/python3.11/ctypes/_aix.pyc,python3,13215,20862148,0.1,0.0
usr/lib/python3.11/ctypes/_endian.pyc,python3,4004,20862148,0.0,0.0
usr/lib/python3.11/ctypes/util.pyc,python3,18664,20862148,0.1,0.1
usr/lib/python3.11/ctypes/wintypes.pyc,python3,8431,20862148,0.0,0.0
usr/lib/python3.11/ctypes/macholib/README.ctypes,python3,296,20862148,0.0,0.0
usr/lib/python3.11/ctypes/macholib/__init__.pyc,python3,327,20862148,0.0,0.0
usr/lib/python3.11/ctypes/macholib/dyld.pyc,python3,7673,20862148,0.0,0.0
usr/lib/python3.11/ctypes/macholib/dylib.pyc,python3,1344,20862148,0.0,0.0
usr/lib/python3.11/ctypes/macholib/fetch_macholib,python3,84,20862148,0.0,0.0
usr/lib/python3.11/ctypes/macholib/fetch_macholib.bat,python3,75,20862148,0.0,0.0
usr/lib/python3.11/ctypes/macholib/framework.pyc,python3,1474,20862148,0.0,0.0
usr/lib/python3.11/dbm/__init__.pyc,python3,6964,20862148,0.0,0.0
usr/lib/python3.11/dbm/dumb.pyc,python3,14806,20862148,0.1,0.0
usr/lib/python3.11/dbm/gnu.pyc,python3,234,20862148,0.0,0.0
usr/lib/python3.11/dbm/ndbm.pyc,python3,233,20862148,0.0,0.0
usr/lib/python3.11/distutils/README,python3,244,20862148,0.0,0.0
usr/lib/python3.11/distutils/__init__.pyc,python3,805,20862148,0.0,0.0
usr/lib/python3.11/distutils/_msvccompiler.pyc,python3,24328,20862148,0.1,0.1
usr/lib/python3.11/distutils/archive_util.pyc,python3,10648,20862148,0.1,0.0
usr/lib/python3.11/distutils/bcppcompiler.pyc,python3,13041,20862148,0.1,0.0
usr/lib/python3.11/distutils/ccompiler.pyc,python3,44595,20862148,0.2,0.1
usr/lib/python3.11/distutils/cmd.pyc,python3,18781,20862148,0.1,0.1
usr/lib/python3.11/distutils/config.pyc,python3,6367,20862148,0.0,0.0
usr/lib/python3.11/distutils/core.pyc,python3,9037,20862148,0.0,0.0
usr/lib/python3.11/distutils/cygwinccompiler.pyc,python3,14106,20862148,0.1,0.0
usr/lib/python3.11/distutils/debug.pyc,python3,276,20862148,0.0,0.0
usr/lib/python3.11/distutils/dep_util.pyc,python3,3951,20862148,0.0,0.0
usr/lib/python3.11/distutils/dir_util.pyc,python3,10018,20862148,0.0,0.0
usr/lib/python3.11/distutils/dist.pyc,python3,54728,20862148,0.3,0.2
usr/lib/python3.11/distutils/errors.pyc,python3,6739,20862148,0.0,0.0
usr/lib/python3.11/distutils/extension.pyc,python3,10139,20862148,0.0,0.0
usr/lib/python3.11/distutils/fancy_getopt.pyc,python3,17092,20862148,0.1,0.1
usr/lib/python3.11/distutils/file_util.pyc,python3,10360,20862148,0.0,0.0
usr/lib/python3.11/distutils/filelist.pyc,python3,16155,20862148,0.1,0.0
usr/lib/python3.11/distutils/log.pyc,python3,3884,20862148,0.0,0.0
usr/lib/python3.11/distutils/msvc9compiler.pyc,python3,33148,20862148,0.2,0.1
usr/lib/python3.11/distutils/msvccompiler.pyc,python3,26632,20862148,0.1,0.1
usr/lib/python3.11/distutils/spawn.pyc,python3,5593,20862148,0.0,0.0
usr/lib/python3.11/distutils/sysconfig.pyc,python3,12083,20862148,0.1,0.0
usr/lib/python3.11/distutils/text_file.pyc,python3,11490,20862148,0.1,0.0
usr/lib/python3.11/distutils/unixccompiler.pyc,python3,12655,20862148,0.1,0.0
usr/lib/python3.11/distutils/util.pyc,python3,24661,20862148,0.1,0.1
usr/lib/python3.11/distutils/version.pyc,python3,10356,20862148,0.0,0.0
usr/lib/python3.11/distutils/versionpredicate.pyc,python3,7205,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/__init__.pyc,python3,496,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/bdist.pyc,python3,5385,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/bdist_dumb.pyc,python3,5689,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/bdist_rpm.pyc,python3,23137,20862148,0.1,0.1
usr/lib/python3.11/distutils/command/build.pyc,python3,6011,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/build_clib.pyc,python3,7764,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/build_ext.pyc,python3,30469,20862148,0.1,0.1
usr/lib/python3.11/distutils/command/build_py.pyc,python3,19032,20862148,0.1,0.1
usr/lib/python3.11/distutils/command/build_scripts.pyc,python3,7756,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/check.pyc,python3,7683,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/clean.pyc,python3,3193,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/command_template,python3,633,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/config.pyc,python3,16200,20862148,0.1,0.0
usr/lib/python3.11/distutils/command/install.pyc,python3,24247,20862148,0.1,0.1
usr/lib/python3.11/distutils/command/install_data.pyc,python3,3730,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/install_egg_info.pyc,python3,4893,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/install_headers.pyc,python3,2316,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/install_lib.pyc,python3,8657,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/install_scripts.pyc,python3,3111,20862148,0.0,0.0
usr/lib/python3.11/distutils/command/register.pyc,python3,15610,20862148,0.1,0.0
usr/lib/python3.11/distutils/command/sdist.pyc,python3,23804,20862148,0.1,0.1
usr/lib/python3.11/distutils/command/upload.pyc,python3,10371,20862148,0.0,0.0
usr/lib/python3.11/email/__init__.pyc,python3,2108,20862148,0.0,0.0
usr/lib/python3.11/email/_encoded_words.pyc,python3,9115,20862148,0.0,0.0
usr/lib/python3.11/email/_header_value_parser.pyc,python3,149611,20862148,0.7,0.4
usr/lib/python3.11/email/_parseaddr.pyc,python3,24298,20862148,0.1,0.1
usr/lib/python3.11/email/_policybase.pyc,python3,19237,20862148,0.1,0.1
usr/lib/python3.11/email/architecture.rst,python3,9561,20862148,0.0,0.0
usr/lib/python3.11/email/base64mime.pyc,python3,4349,20862148,0.0,0.0
usr/lib/python3.11/email/charset.pyc,python3,16019,20862148,0.1,0.0
usr/lib/python3.11/email/contentmanager.pyc,python3,13828,20862148,0.1,0.0
usr/lib/python3.11/email/encoders.pyc,python3,2384,20862148,0.0,0.0
usr/lib/python3.11/email/errors.pyc,python3,8443,20862148,0.0,0.0
usr/lib/python3.11/email/feedparser.pyc,python3,21491,20862148,0.1,0.1
usr/lib/python3.11/email/generator.pyc,python3,21597,20862148,0.1,0.1
usr/lib/python3.11/email/header.pyc,python3,26974,20862148,0.1,0.1
usr/lib/python3.11/email/headerregistry.pyc,python3,33751,20862148,0.2,0.1
usr/lib/python3.11/email/iterators.pyc,python3,3161,20862148,0.0,0.0
usr/lib/python3.11/email/message.pyc,python3,59030,20862148,0.3,0.2
usr/lib/python3.11/email/parser.pyc,python3,7382,20862148,0.0,0.0
usr/lib/python3.11/email/policy.pyc,python3,12540,20862148,0.1,0.0
usr/lib/python3.11/email/quoprimime.pyc,python3,11235,20862148,0.1,0.0
usr/lib/python3.11/email/utils.pyc,python3,15447,20862148,0.1,0.0
usr/lib/python3.11/email/mime/__init__.pyc,python3,151,20862148,0.0,0.0
usr/lib/python3.11/email/mime/application.pyc,python3,1823,20862148,0.0,0.0
usr/lib/python3.11/email/mime/audio.pyc,python3,3880,20862148,0.0,0.0
usr/lib/python3.11/email/mime/base.pyc,python3,1396,20862148,0.0,0.0
usr/lib/python3.11/email/mime/image.pyc,python3,6570,20862148,0.0,0.0
usr/lib/python3.11/email/mime/message.pyc,python3,1739,20862148,0.0,0.0
usr/lib/python3.11/email/mime/multipart.pyc,python3,1871,20862148,0.0,0.0
usr/lib/python3.11/email/mime/nonmultipart.pyc,python3,986,20862148,0.0,0.0
usr/lib/python3.11/email/mime/text.pyc,python3,1760,20862148,0.0,0.0
usr/lib/python3.11/encodings/__init__.pyc,python3,6457,20862148,0.0,0.0
usr/lib/python3.11/encodings/aliases.pyc,python3,12647,20862148,0.1,0.0
usr/lib/python3.11/encodings/ascii.pyc,python3,2708,20862148,0.0,0.0
usr/lib/python3.11/encodings/base64_codec.pyc,python3,3321,20862148,0.0,0.0
usr/lib/python3.11/encodings/big5.pyc,python3,2133,20862148,0.0,0.0
usr/lib/python3.11/encodings/big5hkscs.pyc,python3,2143,20862148,0.0,0.0
usr/lib/python3.11/encodings/bz2_codec.pyc,python3,4845,20862148,0.0,0.0
usr/lib/python3.11/encodings/charmap.pyc,python3,4119,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp037.pyc,python3,3384,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1006.pyc,python3,3460,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1026.pyc,python3,3388,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1125.pyc,python3,14252,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp1140.pyc,python3,3374,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1250.pyc,python3,3411,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1251.pyc,python3,3408,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1252.pyc,python3,3411,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1253.pyc,python3,3424,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1254.pyc,python3,3413,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1255.pyc,python3,3432,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1256.pyc,python3,3410,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1257.pyc,python3,3418,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp1258.pyc,python3,3416,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp273.pyc,python3,3370,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp424.pyc,python3,3414,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp437.pyc,python3,13885,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp500.pyc,python3,3384,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp720.pyc,python3,3481,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp737.pyc,python3,14287,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp775.pyc,python3,13925,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp850.pyc,python3,13466,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp852.pyc,python3,13941,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp855.pyc,python3,14254,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp856.pyc,python3,3446,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp857.pyc,python3,13261,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp858.pyc,python3,13436,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp860.pyc,python3,13856,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp861.pyc,python3,13881,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp862.pyc,python3,14114,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp863.pyc,python3,13877,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp864.pyc,python3,13916,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp865.pyc,python3,13881,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp866.pyc,python3,14294,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp869.pyc,python3,13818,20862148,0.1,0.0
usr/lib/python3.11/encodings/cp874.pyc,python3,3512,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp875.pyc,python3,3381,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp932.pyc,python3,2135,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp949.pyc,python3,2135,20862148,0.0,0.0
usr/lib/python3.11/encodings/cp950.pyc,python3,2135,20862148,0.0,0.0
usr/lib/python3.11/encodings/euc_jis_2004.pyc,python3,2149,20862148,0.0,0.0
usr/lib/python3.11/encodings/euc_jisx0213.pyc,python3,2149,20862148,0.0,0.0
usr/lib/python3.11/encodings/euc_jp.pyc,python3,2137,20862148,0.0,0.0
usr/lib/python3.11/encodings/euc_kr.pyc,python3,2137,20862148,0.0,0.0
usr/lib/python3.11/encodings/gb18030.pyc,python3,2139,20862148,0.0,0.0
usr/lib/python3.11/encodings/gb2312.pyc,python3,2137,20862148,0.0,0.0
usr/lib/python3.11/encodings/gbk.pyc,python3,2131,20862148,0.0,0.0
usr/lib/python3.11/encodings/hex_codec.pyc,python3,3308,20862148,0.0,0.0
usr/lib/python3.11/encodings/hp_roman8.pyc,python3,3585,20862148,0.0,0.0
usr/lib/python3.11/encodings/hz.pyc,python3,2129,20862148,0.0,0.0
usr/lib/python3.11/encodings/idna.pyc,python3,11543,20862148,0.1,0.0
usr/lib/python3.11/encodings/iso2022_jp.pyc,python3,2150,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso2022_jp_1.pyc,python3,2154,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso2022_jp_2.pyc,python3,2154,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso2022_jp_2004.pyc,python3,2161,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso2022_jp_3.pyc,python3,2154,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso2022_jp_ext.pyc,python3,2159,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso2022_kr.pyc,python3,2150,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_1.pyc,python3,3383,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_10.pyc,python3,3388,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_11.pyc,python3,3482,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_13.pyc,python3,3391,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_14.pyc,python3,3409,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_15.pyc,python3,3388,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_16.pyc,python3,3390,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_2.pyc,python3,3383,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_3.pyc,python3,3390,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_4.pyc,python3,3383,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_5.pyc,python3,3384,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_6.pyc,python3,3428,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_7.pyc,python3,3391,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_8.pyc,python3,3422,20862148,0.0,0.0
usr/lib/python3.11/encodings/iso8859_9.pyc,python3,3383,20862148,0.0,0.0
usr/lib/python3.11/encodings/johab.pyc,python3,2135,20862148,0.0,0.0
usr/lib/python3.11/encodings/koi8_r.pyc,python3,3435,20862148,0.0,0.0
usr/lib/python3.11/encodings/koi8_t.pyc,python3,3346,20862148,0.0,0.0
usr/lib/python3.11/encodings/koi8_u.pyc,python3,3421,20862148,0.0,0.0
usr/lib/python3.11/encodings/kz1048.pyc,python3,3398,20862148,0.0,0.0
usr/lib/python3.11/encodings/latin_1.pyc,python3,2720,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_arabic.pyc,python3,13771,20862148,0.1,0.0
usr/lib/python3.11/encodings/mac_croatian.pyc,python3,3430,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_cyrillic.pyc,python3,3420,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_farsi.pyc,python3,3364,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_greek.pyc,python3,3404,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_iceland.pyc,python3,3423,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_latin2.pyc,python3,3564,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_roman.pyc,python3,3421,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_romanian.pyc,python3,3431,20862148,0.0,0.0
usr/lib/python3.11/encodings/mac_turkish.pyc,python3,3424,20862148,0.0,0.0
usr/lib/python3.11/encodings/mbcs.pyc,python3,2356,20862148,0.0,0.0
usr/lib/python3.11/encodings/oem.pyc,python3,2169,20862148,0.0,0.0
usr/lib/python3.11/encodings/palmos.pyc,python3,3411,20862148,0.0,0.0
usr/lib/python3.11/encodings/ptcp154.pyc,python3,3505,20862148,0.0,0.0
usr/lib/python3.11/encodings/punycode.pyc,python3,10760,20862148,0.1,0.0
usr/lib/python3.11/encodings/quopri_codec.pyc,python3,3612,20862148,0.0,0.0
usr/lib/python3.11/encodings/raw_unicode_escape.pyc,python3,2850,20862148,0.0,0.0
usr/lib/python3.11/encodings/rot_13.pyc,python3,4832,20862148,0.0,0.0
usr/lib/python3.11/encodings/shift_jis.pyc,python3,2143,20862148,0.0,0.0
usr/lib/python3.11/encodings/shift_jis_2004.pyc,python3,2154,20862148,0.0,0.0
usr/lib/python3.11/encodings/shift_jisx0213.pyc,python3,2154,20862148,0.0,0.0
usr/lib/python3.11/encodings/tis_620.pyc,python3,3473,20862148,0.0,0.0
usr/lib/python3.11/encodings/undefined.pyc,python3,2823,20862148,0.0,0.0
usr/lib/python3.11/encodings/unicode_escape.pyc,python3,2830,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_16.pyc,python3,8044,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_16_be.pyc,python3,2336,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_16_le.pyc,python3,2336,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_32.pyc,python3,7939,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_32_be.pyc,python3,2229,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_32_le.pyc,python3,2229,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_7.pyc,python3,2257,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_8.pyc,python3,2316,20862148,0.0,0.0
usr/lib/python3.11/encodings/utf_8_sig.pyc,python3,7310,20862148,0.0,0.0
usr/lib/python3.11/encodings/uu_codec.pyc,python3,5267,20862148,0.0,0.0
usr/lib/python3.11/encodings/zlib_codec.pyc,python3,4742,20862148,0.0,0.0
usr/lib/python3.11/ensurepip/__init__.pyc,python3,10748,20862148,0.1,0.0
usr/lib/python3.11/ensurepip/__main__.pyc,python3,355,20862148,0.0,0.0
usr/lib/python3.11/ensurepip/_uninstall.pyc,python3,1454,20862148,0.0,0.0
usr/lib/python3.11/ensurepip/_bundled/pip-24.0-py3-none-any.whl,python3,2110226,20862148,10.1,6.2
usr/lib/python3.11/ensurepip/_bundled/setuptools-65.5.0-py3-none-any.whl,python3,1232695,20862148,5.9,3.6
usr/lib/python3.11/html/entities.pyc,python3,99443,20862148,0.5,0.3
usr/lib/python3.11/html/__init__.pyc,python3,4807,20862148,0.0,0.0
usr/lib/python3.11/html/parser.pyc,python3,19376,20862148,0.1,0.1
usr/lib/python3.11/http/__init__.pyc,python3,8731,20862148,0.0,0.0
usr/lib/python3.11/http/client.pyc,python3,60869,20862148,0.3,0.2
usr/lib/python3.11/http/cookiejar.pyc,python3,88141,20862148,0.4,0.3
usr/lib/python3.11/http/cookies.pyc,python3,23622,20862148,0.1,0.1
usr/lib/python3.11/http/server.pyc,python3,60139,20862148,0.3,0.2
usr/lib/python3.11/importlib/__init__.pyc,python3,6660,20862148,0.0,0.0
usr/lib/python3.11/importlib/_abc.pyc,python3,2343,20862148,0.0,0.0
usr/lib/python3.11/importlib/_bootstrap.pyc,python3,57801,20862148,0.3,0.2
usr/lib/python3.11/importlib/_bootstrap_external.pyc,python3,72196,20862148,0.3,0.2
usr/lib/python3.11/importlib/abc.pyc,python3,14491,20862148,0.1,0.0
usr/lib/python3.11/importlib/machinery.pyc,python3,1300,20862148,0.0,0.0
usr/lib/python3.11/importlib/readers.pyc,python3,529,20862148,0.0,0.0
usr/lib/python3.11/importlib/simple.pyc,python3,540,20862148,0.0,0.0
usr/lib/python3.11/importlib/util.pyc,python3,14447,20862148,0.1,0.0
usr/lib/python3.11/importlib/resources/__init__.pyc,python3,774,20862148,0.0,0.0
usr/lib/python3.11/importlib/resources/_adapters.pyc,python3,10691,20862148,0.1,0.0
usr/lib/python3.11/importlib/resources/_common.pyc,python3,4237,20862148,0.0,0.0
usr/lib/python3.11/importlib/resources/_itertools.pyc,python3,1336,20862148,0.0,0.0
usr/lib/python3.11/importlib/resources/_legacy.pyc,python3,6434,20862148,0.0,0.0
usr/lib/python3.11/importlib/resources/abc.pyc,python3,8498,20862148,0.0,0.0
usr/lib/python3.11/importlib/resources/readers.pyc,python3,8297,20862148,0.0,0.0
usr/lib/python3.11/importlib/resources/simple.pyc,python3,6861,20862148,0.0,0.0
usr/lib/python3.11/importlib/metadata/__init__.pyc,python3,58929,20862148,0.3,0.2
usr/lib/python3.11/importlib/metadata/_adapters.pyc,python3,3792,20862148,0.0,0.0
usr/lib/python3.11/importlib/metadata/_collections.pyc,python3,2139,20862148,0.0,0.0
usr/lib/python3.11/importlib/metadata/_functools.pyc,python3,3579,20862148,0.0,0.0
usr/lib/python3.11/importlib/metadata/_itertools.pyc,python3,2542,20862148,0.0,0.0
usr/lib/python3.11/importlib/metadata/_meta.pyc,python3,2910,20862148,0.0,0.0
usr/lib/python3.11/importlib/metadata/_text.pyc,python3,4337,20862148,0.0,0.0
usr/lib/python3.11/json/__init__.pyc,python3,14220,20862148,0.1,0.0
usr/lib/python3.11/json/decoder.pyc,python3,15187,20862148,0.1,0.0
usr/lib/python3.11/json/encoder.pyc,python3,16809,20862148,0.1,0.0
usr/lib/python3.11/json/scanner.pyc,python3,3647,20862148,0.0,0.0
usr/lib/python3.11/json/tool.pyc,python3,4750,20862148,0.0,0.0
usr/lib/python3.11/logging/__init__.pyc,python3,98874,20862148,0.5,0.3
usr/lib/python3.11/logging/config.pyc,python3,44914,20862148,0.2,0.1
usr/lib/python3.11/logging/handlers.pyc,python3,70443,20862148,0.3,0.2
usr/lib/python3.11/multiprocessing/__init__.pyc,python3,1109,20862148,0.0,0.0
usr/lib/python3.11/multiprocessing/connection.pyc,python3,48997,20862148,0.2,0.1
usr/lib/python3.11/multiprocessing/context.pyc,python3,19553,20862148,0.1,0.1
usr/lib/python3.11/multiprocessing/forkserver.pyc,python3,17016,20862148,0.1,0.1
usr/lib/python3.11/multiprocessing/heap.pyc,python3,14682,20862148,0.1,0.0
usr/lib/python3.11/multiprocessing/managers.pyc,python3,73529,20862148,0.4,0.2
usr/lib/python3.11/multiprocessing/pool.pyc,python3,47366,20862148,0.2,0.1
usr/lib/python3.11/multiprocessing/popen_fork.pyc,python3,4359,20862148,0.0,0.0
usr/lib/python3.11/multiprocessing/popen_forkserver.pyc,python3,4338,20862148,0.0,0.0
usr/lib/python3.11/multiprocessing/popen_spawn_posix.pyc,python3,4415,20862148,0.0,0.0
usr/lib/python3.11/multiprocessing/popen_spawn_win32.pyc,python3,6620,20862148,0.0,0.0
usr/lib/python3.11/multiprocessing/process.pyc,python3,19168,20862148,0.1,0.1
usr/lib/python3.11/multiprocessing/queues.pyc,python3,20000,20862148,0.1,0.1
usr/lib/python3.11/multiprocessing/reduction.pyc,python3,14981,20862148,0.1,0.0
usr/lib/python3.11/multiprocessing/resource_sharer.pyc,python3,10000,20862148,0.0,0.0
usr/lib/python3.11/multiprocessing/resource_tracker.pyc,python3,12644,20862148,0.1,0.0
usr/lib/python3.11/multiprocessing/shared_memory.pyc,python3,24540,20862148,0.1,0.1
usr/lib/python3.11/multiprocessing/sharedctypes.pyc,python3,12064,20862148,0.1,0.0
usr/lib/python3.11/multiprocessing/spawn.pyc,python3,12717,20862148,0.1,0.0
usr/lib/python3.11/multiprocessing/synchronize.pyc,python3,22525,20862148,0.1,0.1
usr/lib/python3.11/multiprocessing/util.pyc,python3,20757,20862148,0.1,0.1
usr/lib/python3.11/multiprocessing/dummy/__init__.pyc,python3,6238,20862148,0.0,0.0
usr/lib/python3.11/multiprocessing/dummy/connection.pyc,python3,3973,20862148,0.0,0.0
usr/lib/python3.11/re/__init__.pyc,python3,19314,20862148,0.1,0.1
usr/lib/python3.11/re/_casefix.pyc,python3,1846,20862148,0.0,0.0
usr/lib/python3.11/re/_compiler.pyc,python3,31868,20862148,0.2,0.1
usr/lib/python3.11/re/_constants.pyc,python3,5950,20862148,0.0,0.0
usr/lib/python3.11/re/_parser.pyc,python3,50141,20862148,0.2,0.1
usr/lib/python3.11/site-packages/README.txt,python3,119,20862148,0.0,0.0
usr/lib/python3.11/tomllib/__init__.pyc,python3,335,20862148,0.0,0.0
usr/lib/python3.11/tomllib/_parser.pyc,python3,30801,20862148,0.1,0.1
usr/lib/python3.11/tomllib/_re.pyc,python3,4443,20862148,0.0,0.0
usr/lib/python3.11/tomllib/_types.pyc,python3,356,20862148,0.0,0.0
usr/lib/python3.11/turtledemo/__init__.pyc,python3,483,20862148,0.0,0.0
usr/lib/python3.11/turtledemo/__main__.pyc,python3,23110,20862148,0.1,0.1
usr/lib/python3.11/turtledemo/bytedesign.pyc,python3,9938,20862148,0.0,0.0
